name,rating,review,duration
Agus Winarto,sebulan lalu, 5 bintang ,"Mantap,. Masjid megah, namun disisi lain toilet nya bau, butuh solusi utk mengatasi bau tdk sedap mengingat banyaknya pengunjung yg datang silih berganti,."
Agung Setyawan,sebulan lalu, 5 bintang ,Adem
Rani Megasari,sebulan lalu, 5 bintang ,
nurul auliya,sebulan lalu, 5 bintang ,
Ibrahim esil navis (‫واصيل‬),sebulan lalu, 3 bintang ,
Ahmad Hibban Bey,sebulan lalu, 5 bintang ,
Bahana Raya,sebulan lalu, 5 bintang ,
Raden Anyar,sebulan lalu, 5 bintang ,
Naraaa,sebulan lalu, 5 bintang ,Sangat nyaman dan bersih
Precy Ramadhani,sebulan lalu, 5 bintang ,"Masjid terbagus di Bangkalan. Cocok untuk acara akad nikah, harga sewanya juga murah. Hanya perlu sediakan tanggal aja"
Zahra Khairani,sebulan lalu, 5 bintang ,Masjidnya bagus banget😭😭❤️
Robbi Aprilian,sebulan lalu, 5 bintang ,
Muhammad Mahsus,sebulan lalu, 5 bintang ,
limin sniper,sebulan lalu, 1 bintang ,
Narnar Widjanarko,sebulan lalu, 5 bintang ,"Posisi di sebelah alun-alun bangkalan, terdapat area parkir motor dan mobil, fasilitas lengkap, masjid penuh dengan sejarah yang wajib di kunjungi jika ke bangkalan"
Ahmad Zaini,sebulan lalu, 5 bintang ,"Tempat strategis, bersihkan nyaman adem.  Alhamdulillah area parkir luas"
ikhsan wicaksono,sebulan lalu, 5 bintang ,
Java flooring,sebulan lalu, 5 bintang ,Tempat ibadah yg nyaman
Syifa Elfadli,sebulan lalu, 5 bintang ,
Klinik Pratama Sebelas Medika Probolinggo,sebulan lalu, 5 bintang ,
Vian Rosmayanti,sebulan lalu, 5 bintang ,"Bagus,bersih,mukena juga gk bauk👍🏻"
Arina Rain,sebulan lalu, 5 bintang ,"Masjidnya masyaallah bagus banget, kokoh, bersih dan fasilitasnya juga bagus"
Afrizal Pradana (Ijal),2 bulan lalu, 5 bintang ,"Bersih, luas, adem"
Hananto Prasetyo2104,2 bulan lalu, 5 bintang ,
Yulianti Dewi,2 bulan lalu, 5 bintang ,Cukup luas masjid nya
Teguh Firmanudin,2 bulan lalu, 5 bintang ,Wisata religi yg tidak boleh di tinggalkan sekalian mampir di masjid agung bangkalan
Naurawisata 2012,2 bulan lalu, 5 bintang ,Suasana didalam masjid begitu nyaman dan sejuk meski tnp pendingin ruangan
Cak Ubaid,2 bulan lalu, 5 bintang ,Enak buat santai dan ibadah
farid sunandar,2 bulan lalu, 5 bintang ,"Masjid bersih, adem. Dan yg  paling disuka unik dan jarang ad dimasjid"" pada umumnya. Tempat cuci kaki sebelum naik keatas masjid. Jadi waswas lg"
Angkasajaya Cv,2 bulan lalu, 5 bintang ,Adem
Y and Two,2 bulan lalu, 5 bintang ,
19-099 Alvi Maulana,2 bulan lalu, 5 bintang ,mantap
Wahyu Nilga,2 bulan lalu, 5 bintang ,
Agus Arifudin,2 bulan lalu, 5 bintang ,Parkir cukup. Toilet lumayan
Romli TreniNet Official,2 bulan lalu, 5 bintang ,Wenak xaman
jazila shin jie ae,2 bulan lalu, 5 bintang ,
Tauvik,2 bulan lalu, 5 bintang ,Khas Madura
Fadel Ruzikul Muslih,2 bulan lalu, 4 bintang ,MasyaAllah
Muwafiq Alfath,2 bulan lalu, 5 bintang ,"Pelayanan bagus, barang lengkap"
Himayatul Husna,2 bulan lalu, 5 bintang ,
Maria Farida,2 bulan lalu, 5 bintang ,Pusat tempat ibadah umat Islam di Kab. Bangkalan
Muhammad Faris Fathur Rahman,2 bulan lalu, 5 bintang ,Bagus
hilmi abdillah,2 bulan lalu, 5 bintang ,
Billy Tri Budiartha,2 bulan lalu, 3 bintang ,"Tempat wudhunya agak kotor, toiletnya jg kurang bersih, dan dalam masjidnya kurang sejuk :("
Ranger Oximi,2 bulan lalu, 5 bintang ,Masjid
Ansori Rey,2 bulan lalu, 5 bintang ,ρυαѕ и ѕυкα banget
ORI_ AHMAD,2 bulan lalu, 4 bintang ,
Herry Setiawan,2 bulan lalu, 5 bintang ,"Masjid yg indah, nyaman, tmpt wudlu & toilet bersih, parkir mobil ckp luas..
Cm bbrp pengunjung kadang buang sampah & puntung rokok di parkiran, smoga mereka sadar"
Lintang Nurina,2 bulan lalu, 3 bintang ,"Cukup melepas penat ibadah disini, sayang msh kurang bersih dan banyak sampah berserakan"
mad sidi,2 bulan lalu, 5 bintang ,"Sholat Mahrib, Masjidnya Luas dan Bersih"
19 - Nurlita Safitri,2 bulan lalu, 5 bintang ,
M_B Star,2 bulan lalu, 1 bintang ,
Mohammad Suluh Supriyadi,2 bulan lalu, 5 bintang ,Bagus dan menyejukkan hati
Guz Drun,2 bulan lalu, 5 bintang ,Bagus
Imron Rosyadi (DIDIT),2 bulan lalu, 5 bintang ,"Jika berhenti di masjid agung bangkalan, mungkin masih banyak waktu, sempatkan untuk berziarah ke makam Sultan. Abd. Kadirun dan keluarga para raja yang tepat berada di belakang masjid. …"
Beni Zuliadi,2 bulan lalu, 5 bintang ,"(Diterjemahkan oleh Google) Oke

(Asli)
Ok"
Kak Ayiek,2 bulan lalu, 5 bintang ,"Masjid ini terletak di tengah kota bangkalan, mobil bisa parkir masuk..
Semuanya bersih & di belakang masjid ada makam Sultan Abdul Kadirun..jadi skaliyan ziarah pas ke sana"
Nia Piliang,2 bulan lalu, 5 bintang ,
SOKHIB Trans,2 bulan lalu, 4 bintang ,Megah
Eko Sugiri,2 bulan lalu, 5 bintang ,masjidnya baru.. bersih
fiscan 05,3 bulan lalu, 5 bintang ,
SEBASTIAN OFFICIAL LING TIEN KUNG,3 bulan lalu, 5 bintang ,Nyaman cocok tempat persinggahan
Beni Zuliadi,3 bulan lalu, 5 bintang ,"ALHAMDULILLAH GAK JAUH BEDA. CUMA TEMPAT PARKIRNYA SEMAKIN KECIL.
KAMAR MANDI. WC . PRIA TERPISAH.
TEMPAT WUDHU JUGA NYAMAN. …"
مُحَمَّدْ : دَاوِيْ,3 bulan lalu, 5 bintang ,
Habiburrochman Habiburrochman,3 bulan lalu, 4 bintang ,
Halimatus Sakbaniyah,3 bulan lalu, 5 bintang ,
Aditya Indonesia,3 bulan lalu, 5 bintang ,Luar Biasa
kaconk mujibs,3 bulan lalu, 5 bintang ,Sarana pendukung dari parkir tempat berwuduk sampai istirahat sambil santai sangat mendukung
Saiful Anam,3 bulan lalu, 5 bintang ,
ima isfandiyah,3 bulan lalu, 5 bintang ,
Rininta Purnamasari,3 bulan lalu, 5 bintang ,
Teguh Wahyudi,3 bulan lalu, 5 bintang ,barokalloh
Arief Budi,3 bulan lalu, 5 bintang ,Tempat ngadem paling enak di saat semua panas
AL - MAHBUB,3 bulan lalu, 4 bintang ,
Moh. Faiz Sobirin,3 bulan lalu, 4 bintang ,
Lawhiem Mahfudz S,3 bulan lalu, 5 bintang ,"(Diterjemahkan oleh Google) Masyaallah,, mesjid yang memiliki amperan yang luas dan suasana di dalam yang sejuk. Sangat nyaman berlama-lama beribadah di sana. Apalagi setelah subuh. …"
Faiz Keyko,3 bulan lalu, 5 bintang ,Baguss dan terjaga keasriannya
isep ridwan,3 bulan lalu, 5 bintang ,"Sangat berkesan saya bisa sembahyang dan beristirahat sejenak, Alhamdulillah sudah sampai disini"
amin basyaiban,3 bulan lalu, 5 bintang ,"(Diterjemahkan oleh Google) Alhamdulillah buka 24 jam

(Asli)
alhamdulillah buka 24jam"
Hasan Abutsabita,3 bulan lalu, 4 bintang ,Masjid agung bangkalan madura
prabandari wadjdi,3 bulan lalu, 5 bintang ,Masjid Bangkalan
Malika Kedelai Pilihan,3 bulan lalu, 5 bintang ,
Alfi Rahmawati,3 bulan lalu, 5 bintang ,
Aryo Prakoso,3 bulan lalu, 5 bintang ,Adem
Teguh Suprayitno,3 bulan lalu, 5 bintang ,"Luas bersih,buat beribadah nyaman."
nuansa segara,3 bulan lalu, 5 bintang ,"(Diterjemahkan oleh Google) Sejuk dan sangat nyaman untuk beribadah disini.

(Asli) …"
Abd. Rohim,3 bulan lalu, 5 bintang ,
enduh big,4 bulan lalu, 5 bintang ,
hamid salsal,4 bulan lalu, 5 bintang ,
Ridan Muhtadi,4 bulan lalu, 4 bintang ,
Deni Laksono,4 bulan lalu, 5 bintang ,Nyaman dan asri
Budi Widjanarko,4 bulan lalu, 5 bintang ,
Mursalin Bwi,4 bulan lalu, 5 bintang ,
saiful ulum,4 bulan lalu, 5 bintang ,
MASYKUR ADVENTURE,4 bulan lalu, 5 bintang ,
Halo Praha,4 bulan lalu, 5 bintang ,Bagus
Raditya Sumardani,4 bulan lalu, 5 bintang ,
A R,4 bulan lalu, 5 bintang ,"(Diterjemahkan oleh Google) Kenyamanan utamanya
Perdamaian …"
Bintoro Setiawan,4 bulan lalu, 5 bintang ,"Alhamdulillah ya Allah, Disini kita dipertemukan dg saudara yg lama kita cari dan ternyata skrng mjd karyawan masjid Agung..."
athaAghniya duakberadek,4 bulan lalu, 5 bintang ,LP
Nur Kholilah,4 bulan lalu, 5 bintang ,"(Diterjemahkan oleh Google) Tempatnya bersih dan sejuk

(Asli) …"
Ben arfa,4 bulan lalu, 5 bintang ,
A Rofiq,4 bulan lalu, 5 bintang ,
Farras Aditya,4 bulan lalu, 5 bintang ,Besar dan terletak di tengah keramaian. Akses mudah
ahmad zamroni,5 bulan lalu, 5 bintang ,Alhamdulillah
dwi safitri,5 bulan lalu, 5 bintang ,
Mohammad Zaini,5 bulan lalu, 4 bintang ,
Mahbob Djunaidie,5 bulan lalu, 5 bintang ,Mantap
kar yo,5 bulan lalu, 5 bintang ,"(Diterjemahkan oleh Google) Mesjid Raya Bangkalan, mesjid bersejarah, di balik mesjid agung yang masuk ke area mesjid terdapat makam Sultan Kadirun, salah satu tempat wisata religi …"
Hal Wiss,5 bulan lalu, 5 bintang ,"Masjidnya bersih,parkiran luas.kesuciannya terjamin.terbaik pokoknya"
dhony saputra,5 bulan lalu, 5 bintang ,
Bagus Muhammad Awaluddin (Bagus),5 bulan lalu, 5 bintang ,Bersih dan luasss
susanto yudha,5 bulan lalu, 5 bintang ,Masjid baik tenang dan luas
Dian Utama,5 bulan lalu, 5 bintang ,
Miftahul Janna,5 bulan lalu, 5 bintang ,
utami subowo dapurAmy,5 bulan lalu, 4 bintang ,
Berlian Channel,5 bulan lalu, 5 bintang ,
BYF project,5 bulan lalu, 5 bintang ,Mantap
Khoirun Nisa',5 bulan lalu, 5 bintang ,
Adek Mega,5 bulan lalu, 5 bintang ,Bagus tempatnya....
Hodijah,5 bulan lalu, 5 bintang ,Tempat ibadah
Sahlan Dailami,5 bulan lalu, 5 bintang ,Bikin suasana hati tenang
Awan Pristanto,5 bulan lalu, 4 bintang ,"Ibadah dan mengenang sejarah,dibelakang masjid ada makam sultan khadirun dan pangeran jumali"
Yunia Rochma,6 bulan lalu, 5 bintang ,Bagus
Budi Bkl,6 bulan lalu, 5 bintang ,
faisol Jr,6 bulan lalu, 5 bintang ,
Herry Siswono,6 bulan lalu, 4 bintang ,Subhanallah.. tempat nya bersih.. free wifi lagi .
Djadja Ratmaja,6 bulan lalu, 5 bintang ,
BANG IB CHANNEL,6 bulan lalu, 5 bintang ,Masjid Jami' Bangkalan
Nur Farida_ 0063,6 bulan lalu, 5 bintang ,
ahmad husaeni,6 bulan lalu, 5 bintang ,
Linda Putri,6 bulan lalu, 5 bintang ,
Nova 156,6 bulan lalu, 5 bintang ,
Aurell Rochman,6 bulan lalu, 5 bintang ,
Anak Kampung,6 bulan lalu, 5 bintang ,"Masjid yang besar, nyaman, adem ayem
Letak nya juga strategis"
Mohammad Rosidi,6 bulan lalu, 5 bintang ,Nyaman n bersih
yohanes wijaya,6 bulan lalu, 5 bintang ,"(Diterjemahkan oleh Google) Masjid Agung orang mati

(Asli)
Masjid agung bangkalan"
Jagor Kiflan,6 bulan lalu, 3 bintang ,Parkir kurang luas tapi toiletnya bersih
sulhan eril,6 bulan lalu, 5 bintang ,Puas
Buhari Stisindo,6 bulan lalu, 5 bintang ,"(Diterjemahkan oleh Google) Arsitektur terbaik

(Asli)
Best architecture"
Khusnu Ramadhan,6 bulan lalu, 5 bintang ,Masjid nya besar dan luas..
Aisyah Okt,6 bulan lalu, 5 bintang ,Oke
Aishfa Channel,7 bulan lalu, 5 bintang ,"(Diterjemahkan oleh Google) Daerah yang bagus

(Asli)
Nice area"
Sofie Meidy,7 bulan lalu, 5 bintang ,
Endah Tristyanti,7 bulan lalu, 5 bintang ,"Tempat solatnya nyaman, tempat wudhu & toilet bersih."
Ade Puspita Sari,7 bulan lalu, 4 bintang ,"Depan alun"" Bangkalan, area parkir masjid cukup luas, masjid bersih dan sejuk, untuk mukena masjid tersedia banyak, di depan disediakan juga air minum gratis"
Isti,7 bulan lalu, 5 bintang ,
Ariean Zeto,7 bulan lalu, 5 bintang ,
ilman ilman,7 bulan lalu, 5 bintang ,"(Diterjemahkan oleh Google) Sepotong sejarah Madura yang terpelihara dengan baik dengan interior yang indah dan drum raksasa. Parkir mudah, fasilitas wudhu juga mudah diakses, termasuk toilet bersih dan kamar mandi (yang mengejutkan). …"
Galeh Kurniawan,7 bulan lalu, 5 bintang ,
Badrus Sholeh,7 bulan lalu, 2 bintang ,
jagoan nein,7 bulan lalu, 5 bintang ,
Muhammad Haikal Ramadhani,7 bulan lalu, 5 bintang ,
Diana Dewi,7 bulan lalu, 5 bintang ,"Numpang sholad, abis makan bebek sinjay...masjidnya adem,bersih..."
Sitti Nurjannah,7 bulan lalu, 5 bintang ,Sangat bagus
Tiap aziz,7 bulan lalu, 5 bintang ,
Fun Dough,7 bulan lalu, 5 bintang ,
Nurul Bariyah,7 bulan lalu, 5 bintang ,
Ramdani Risalahardi,7 bulan lalu, 5 bintang ,"Kesini untuk sholat Dzuhur, suasana nya tentram banget, dan nyaman untuk duduk2 setelah sholat"
Novela E,7 bulan lalu, 5 bintang ,Nyaman dan parkirnya luas
Pop Geser,7 bulan lalu, 5 bintang ,Eyang sepuh 🙏🙏🙏
Nurul Izzae,7 bulan lalu, 5 bintang ,
Abdul Kadir77,8 bulan lalu, 5 bintang ,Sangat bersih dan bersejarah
Gustamim Azam,8 bulan lalu, 5 bintang ,
Rifqi Lathif,8 bulan lalu, 5 bintang ,
Firda Noor Jannah,8 bulan lalu, 5 bintang ,
Gilang Primada,8 bulan lalu, 5 bintang ,
BADRIH,8 bulan lalu, 5 bintang ,
Hans Cipta Pelawi,8 bulan lalu, 5 bintang ,
Udin Nidu,8 bulan lalu, 5 bintang ,
ipyncD,8 bulan lalu, 5 bintang ,
Farnas Nursyahbani Achmad,8 bulan lalu, 5 bintang ,
budi pribadi,8 bulan lalu, 5 bintang ,"Pas bayar pajak di Samsat Keliling yg mangkal di Taman Paseban, pas adzan dzuhur. 👍"
MAS HURI,8 bulan lalu, 5 bintang ,Nyaman dan bersih.
mh darajat,8 bulan lalu, 5 bintang ,"Bagus, bersih dan nyaman"
Susi Ananda,8 bulan lalu, 4 bintang ,Indah
okky wicaksono,8 bulan lalu, 5 bintang ,
karim uddin,8 bulan lalu, 5 bintang ,mesjid yang indah
dawam musaddam,8 bulan lalu, 5 bintang ,Sejuk tempatnya
Zulkarnaini Titik,9 bulan lalu, 5 bintang ,Mesjidnya luas dan bersih
Sri Humaini,9 bulan lalu, 5 bintang ,"Masyaallah banget, masjid kota Bangkalan tercinta. Cocok banget buat yg dalam perjalanan"
IRWAN SETIAWAN,9 bulan lalu, 5 bintang ,
Ainul Yaqin,9 bulan lalu, 5 bintang ,"Masjidnya luas, tempat wudhu dan kamar mandi laki-laki dan perempuan terpisah. Tepat di pinggir jalan raya"
Miswak Arifin Jr,9 bulan lalu, 5 bintang ,"(Diterjemahkan oleh Google) Sejuk dan teduh untuk beribadah

(Asli) …"
Setiadji Adji,9 bulan lalu, 5 bintang ,"Tempat bersih, sejuk, tempat wudhu nya juga bersih... wouw megah"
Angky Triaditya,9 bulan lalu, 5 bintang ,
Djoe warno,9 bulan lalu, 5 bintang ,Masjidnya luas bersih dan bagus
Wafiq 0990,9 bulan lalu, 4 bintang ,Bagus
"Saniri Boys, FidaH",10 bulan lalu, 5 bintang ,"(Diterjemahkan oleh Google) Cantik, keren

(Asli)
Indah, sejuk"
Fendy Julianto,10 bulan lalu, 5 bintang ,
Imamsyah Roni,10 bulan lalu, 5 bintang ,"Masjid dg arsitektur klasik has pulau madura, dg tiang2 besar berukir, sangat bersih dan tertata"
0rdinary People,10 bulan lalu, 5 bintang ,
Moh Khotib,10 bulan lalu, 2 bintang ,Baik.bagus.indah menarik hati
Irdhan Fahmiguri,10 bulan lalu, 5 bintang ,
Danang Rivadhonni,10 bulan lalu, 5 bintang ,"Nyaman, luas, klasik dan lantainya adem"
Ferial Fahmi,10 bulan lalu, 5 bintang ,"(Diterjemahkan oleh Google) Sangat bagus

(Asli)
Very good"
salman farisi,11 bulan lalu, 5 bintang ,Tempat nya luas
oz yy,11 bulan lalu, 5 bintang ,"Kamar mandi bersih, tempat Wudhu bersih, parkiran luas. Alhamdulillah bisa mampir ke sini"
Harun Zakariya,11 bulan lalu, 5 bintang ,Teringat masa kecil selalu kalah rebutan pukul bedug.. Ayo jadikan sholat nomer dua
Lionelsi Kudo,11 bulan lalu, 5 bintang ,"luas, elegan, agung"
Ali Shobirin,11 bulan lalu, 5 bintang ,Tempatnya luas bagus dan indah
Amma Abdul Manan,11 bulan lalu, 5 bintang ,Alhamdulillaah bisa jiarah ke makom syeh kholil bangkalan madura dulu tahun 2016 smg di tahun-tahun yg akan datang bisa jiarah makam para waliyulloh
Nurul Fitriaa,11 bulan lalu, 5 bintang ,
Herlyansyah Tanjung,11 bulan lalu, 4 bintang ,
Livendri Irvarizal,11 bulan lalu, 5 bintang ,Konstruksi bangunan asli nya masih kelihatan..
Rizal Arifiansyah,11 bulan lalu, 5 bintang ,
violetta moreco,11 bulan lalu, 4 bintang ,"Tmptx bersih,parkir luas"
Siti Nur Aulia,11 bulan lalu, 5 bintang ,
ERIK DHURROH,setahun lalu, 5 bintang ,Brrsih dan tenang dalam mlaksanakn Sholat 6 waktu ..
AYH,setahun lalu, 5 bintang ,
m nuh,setahun lalu, 5 bintang ,"Luas, sejuk, nikmat dlm melakukan ibadah sholat dan mengaji, parkiran luas, aman, mudah dijangkau"
sugiono roif,setahun lalu, 5 bintang ,Damai dan menentramkan jiwa
M. Fauzi,setahun lalu, 5 bintang ,Adheem dan nyaman
Zuraida Ahadiyah Bulqies,setahun lalu, 5 bintang ,"(Diterjemahkan oleh Google) Adema

(Asli)
Ademm"
aan kurniawan,setahun lalu, 5 bintang ,
SULAIMAN MUSA CHANNEL,setahun lalu, 5 bintang ,"Bersih, welcome"
kacong ripen,setahun lalu, 5 bintang ,Masjidnya Bersih.toiletnya nyaman. Superlah
Nino Yusuf,setahun lalu, 5 bintang ,Nyaman masjidnya
Emil Qory,setahun lalu, 5 bintang ,Masjidnya bersih n luaaas
Surososaputro Saputro,setahun lalu, 5 bintang ,Alhamdulilah 🙏
Andrik,setahun lalu, 5 bintang ,"(Diterjemahkan oleh Google) tempat yang bagus

(Asli)
nice place"
Hadiri Juharyadi,setahun lalu, 5 bintang ,Tenang beribadah
FAHROR ROSI,setahun lalu, 5 bintang ,
R Syaiful Romadhon,setahun lalu, 5 bintang ,"(Diterjemahkan oleh Google) Makin dingin...

(Asli)
Semakin Sejuk Aja..."
Monica Lumongga,setahun lalu, 3 bintang ,
Agus Suryono,setahun lalu, 3 bintang ,"Tempatnya luas, dingin, benesih dan bagus lokasinya ditengah kota"
Slamet Margono,setahun lalu, 5 bintang ,"Tempat Ibadah terbesar di Kab. Bangkalan. Bangunannya Indah, walaupun dipugar tapi ciri khas bangunan tak berubah sepertinya aslinya."
Riswanda Imawan,setahun lalu, 4 bintang ,
Kholik Property,setahun lalu, 5 bintang ,"Masjid sekitar Bangkalan, hampir loss gak prokes copad copid. Masjid Agung, tetap Nasionalis. 😁👍"
