name,rating,review,duration
warsito warsito,9 bulan lalu, 5 bintang ,"(Diterjemahkan oleh Google) Simbol toleransi beragama pamekasan, kerja bagus masyarakat pamekasan …"
Santos Djohari,9 bulan lalu, 5 bintang ,
Alex Qomari,9 bulan lalu, 4 bintang ,Bagus buat foto2
Rudy Anto,9 bulan lalu, 3 bintang ,
Rony Rony,10 bulan lalu, 5 bintang ,Tempat nya bagus & pegawai nya ramah...
Daryanto Goentoro,10 bulan lalu, 5 bintang ,"(Diterjemahkan oleh Google) Sebagai Kuil Tempat Ini Sangat Indah dan Nyaman

(Asli) …"
Danan Prasetyo,10 bulan lalu, 5 bintang ,"Disini anda diperlihatkan akan tolerasi yang sangat tinggi, di dalam ada peribadatan budha, konghucu, hindu, tak lupa di dalam ada musholanya."
20-073_Syafiqurrahman,10 bulan lalu, 5 bintang ,Vihara terbesar di Madura. Ada Pura dan Mushollanya
cherry,10 bulan lalu, 5 bintang ,"Bangunannya bagus dan suasana khidmatnya terjaga, meskipun terasa kurang untuk tempat wisata. Ada beberapa informasi mengenai tempat ibadah jg."
Mass Miss,10 bulan lalu, 5 bintang ,
BhangkonengBatik ahdis.pamekasan,10 bulan lalu, 5 bintang ,Tempat nyaman bersahabat
AS2 PROJECT - Ach Safee,11 bulan lalu, 5 bintang ,"(Diterjemahkan oleh Google) Tempat yang sangat estetis

(Asli)
Very aesthetic place"
Sunari Sugito,11 bulan lalu, 5 bintang ,"Tempat ibadah tridarma Tao, Konghucu, Buddha, ada juga pura dan mushola"
dr Dendhy Riskiawan Official,11 bulan lalu, 3 bintang ,"Sebelumnya lihat google bisa untuk umum masuk, nyatanya kami kmrn tidak diperbolehkan masuk karena utk kalangan terbatas, takut ganggu padahal tdk ada acara keagamaan besar"
sugi anto,11 bulan lalu, 5 bintang ,"Lokasinya agak kedalam sedikit dari jalan raya, setelah masuk jalan kecil, jalanan cukup oke bisa untuk laju 2 mobil dengan agak mepet (kurangi kecepatan)
Tempat singgah bagi umat yang datang dari jauh bersih dan rapi. …"
rijal rahman,setahun lalu, 3 bintang ,"Tempat ibadah 6 agama.
Penuh toleransi serta tempat wisata di kabupaten pamekasan"
Bahri Yanto,setahun lalu, 5 bintang ,Mantap
Hairul Umam,setahun lalu, 5 bintang ,
Tanpa Nama,setahun lalu, 5 bintang ,"Salah satu candi di Madura yang terletak di Kota Pamekasan jl. Raya Sumenep ini, berdekatan dengan Pantai Talang Siring. Ini merupakan tempat persembahyangan orang Konghucu. Dan Vihara ini juga dipercaya sebagai peninggalan kerajaan Majapahit."
the skinny feet,setahun lalu, 5 bintang ,"untuk sekelas sebuah bangunan buddha yang terdapat di daerah yang dijuluki sebagai kota santri bangunan vihara ini sungguh sangat bagus dan mewah, beruntung madura memiliki sebuah vihara sebagus ini hanya saja kurang dikenal karna lokasinya yang juga didaerah pelosok, lumayan sulit menemukan lokasi ini"
Ari Widjaja,setahun lalu, 4 bintang ,
Fatah Firdaus,setahun lalu, 5 bintang ,Bangunannya bagus
Wildan Hanif,setahun lalu, 5 bintang ,
Sugih Jono Lie,setahun lalu, 5 bintang ,
골프에 미쳤다,setahun lalu, 5 bintang ,
Guan Yu Xiaomi,setahun lalu, 5 bintang ,
AFA Creator,setahun lalu, 5 bintang ,
E.A. I Dewi,setahun lalu, 5 bintang ,👌👌👌👌
Mohammad Arif Firmansyah,setahun lalu, 5 bintang ,pada hari tertentu pengunjung bisa masuk hingga ruang ibadah. namun tetap mematuhi peraturan yg ada
taufiqboyhand desber,setahun lalu, 5 bintang ,
Hwallchii,setahun lalu, 5 bintang ,"(Diterjemahkan oleh Google) Tempat yang indah. Tp tidak bisa masuk

(Asli) …"
Winter Kitty,setahun lalu, 5 bintang ,
rico ferdiano,setahun lalu, 4 bintang ,Terawat
Syam M A crew,setahun lalu, 5 bintang ,Sangat istimewa
Trida Oktoviana Marlie,setahun lalu, 5 bintang ,Ramah dan kami yang berkunjung di ajarkan untuk selalu menjaga kebetsihan  lingkungan tanpa paksaan
Kok Jiang,setahun lalu, 5 bintang ,
Dedy Shuman Rozi,setahun lalu, 4 bintang ,
Arif Fahmi,setahun lalu, 4 bintang ,"Hindu diwakili oleh pure, Budha diwakili oleh vihara serta cerminan antara hindu dan Budha dari Konghucu berada di tempat ini"
Devid Hutama Purwanto,setahun lalu, 3 bintang ,
Audita Amelia,setahun lalu, 1 bintang ,
I Made Suryayana,2 tahun lalu, 4 bintang ,Tempat Sembahyang yg khusuk
Rival Aditiya Pratama,2 tahun lalu, 5 bintang ,
Budi Cahyono,2 tahun lalu, 5 bintang ,Tempatnya bagus
fienny tjandra,2 tahun lalu, 5 bintang ,
Adiva Syakilla,2 tahun lalu, 5 bintang ,
johan jj,2 tahun lalu, 5 bintang ,
Rafa,2 tahun lalu, 5 bintang ,
Usi Ucin (Romeo),2 tahun lalu, 5 bintang ,Destinasi religius yg sngat indah dan sangat bagus
Riyana K,2 tahun lalu, 5 bintang ,
Usman Uye,2 tahun lalu, 5 bintang ,
Candra Kurniawan,2 tahun lalu, 4 bintang ,
ka bayt,2 tahun lalu, 5 bintang ,Disini disediakan trmpat ibadah bagi pemeluk agama-agama lain. Selain itu juga terdapat musik tradisional.
ricky faisol,2 tahun lalu, 5 bintang ,
Iwan Sumantri,2 tahun lalu, 5 bintang ,Bagus sekali
Benayn Bilalakram Hudoyo,2 tahun lalu, 5 bintang ,
Achmad Suhairi,2 tahun lalu, 5 bintang ,"Wihara disini sangat nyaman untuk beribadah, suasana dan kondisinya sangat mendukung. Tempatnya luas, asri, sejuk dan rindang.
Bila bepergian ke wihara ini, maka anda akan melihan peleburan culture dari …"
Abdhul Wahhab,2 tahun lalu, 4 bintang ,"Vihara Avalokitesvara adalah tempat peribadatan, bagi penganut agama Konghucu dan budha. Akan tetapi dalam vihara tersebut terdapat mushola sebagai wujud toleransi kepada umat muslim. Dilain hal itu vihara tersebut juga menyediakan tempat aula yang begitu besar, hingga kadang kala dijadikan lapangan bermain badminton dan pentas budaya."
Erani Yuniasih,2 tahun lalu, 5 bintang ,"(Diterjemahkan oleh Google) Bagus

(Asli)
Nice"
Risti Fawziyah,2 tahun lalu, 5 bintang ,"(Diterjemahkan oleh Google) Tempat luar biasa dan wonderfull

(Asli) …"
abidin zaenal,2 tahun lalu, 4 bintang ,"Lokasi untuk menyepi, suasana tenang, damai dan nyaman. Aula super besar bisa disewa untuk lokasi pertemuan, acara besar dengan peserta ratusan org."
MANDALA WISATA Tour & Transport,2 tahun lalu, 5 bintang ,
Angela Merici,2 tahun lalu, 5 bintang ,"Tempatnya tenang, sejuk, bangunanny jg keren2. Saran sih lbh enak klo ksna pake sandal saja. Soalny klo mo masuk k dalam bangunannya hrs lepas alas kaki. Jd biar gampang pake sandal saja"
Rasyid Go 999,2 tahun lalu, 5 bintang ,Mantap skli
Purity 789,2 tahun lalu, 5 bintang ,Vihara Kwan Im yg bagus dan terawat.. hanya saja jauhhhh sekali perjalanan kesini bisa 5 jam dr suramadu.. krn di pelosok desa letaknya.. disediakan mkn mlm seadanya & penginapan gratis utk tamu dr luar kota..
Fir Dant,2 tahun lalu, 5 bintang ,
indah sulfarini,2 tahun lalu, 5 bintang ,Ada masjid disebelahnya
bodhicitta wardaya,2 tahun lalu, 5 bintang ,
Denny Rahmat,2 tahun lalu, 5 bintang ,"Good location...
Unik..
Kerukunan beragama"
Donny Batman,2 tahun lalu, 1 bintang ,
Doktri Nesia,2 tahun lalu, 5 bintang ,Bagus sesuai denga fakta
Weinam. Anam Tejo,2 tahun lalu, 5 bintang ,
Leo Nathan,2 tahun lalu, 5 bintang ,
Joseph Mario Amandus Adeodatus,2 tahun lalu, 5 bintang ,
Switera Jaya,2 tahun lalu, 5 bintang ,
Sai Ram,2 tahun lalu, 5 bintang ,
rudi gunawan,2 tahun lalu, 4 bintang ,
Cheng Hsien Wang,2 tahun lalu, 4 bintang ,
Willian Antonius,2 tahun lalu, 5 bintang ,"Tempat ibadah bagi umat Budha, khonghucu, dan Hindu yg telah banyak memberikan kesaksian dalam hidup saya."
Farida Cha,2 tahun lalu, 5 bintang ,Tempatnya bagus... hanya saja bagi non muslim yang kesini tidak boleh masuk lebih dalam ke dalam candi2nya.
shienny gunawan,2 tahun lalu, 5 bintang ,"Ini adalah tempat sembahyang, kenapa ya kok dibilang tempat wisata? Terlalu banyak orang yg datang hanya berfoto2 ria atau mencoba untuk masuk hanya untuk foto2, seharusnya tempat seperti ini dijaga kekhusyukkannya, bukankah indonesia ini mempunyai beragam agama dan kita yg tinggal didalamnya harusnya menghargainya kan?."
muslim hendra,2 tahun lalu, 3 bintang ,
Azkiya Amatullah,2 tahun lalu, 4 bintang ,Pelayanan di tingkatkan
Daryanto Goentoro,2 tahun lalu, 5 bintang ,
Farid Prasetyo,2 tahun lalu, 5 bintang ,Buagus....sekali....
Kiem Hwa,2 tahun lalu, 5 bintang ,
August Dhien,2 tahun lalu, 5 bintang ,"Merupakan salah satu situs peninggalan peradaban masa lampau yang sangat menarik, konon tempat ini merupakan tempat ibadah tri darma kwan im kiong yang terdapat di pantai talang siring"
Haryanto Halim,2 tahun lalu, 5 bintang ,suasana tenang dan nyaman
Deasy Yantie,2 tahun lalu, 5 bintang ,
Sri Yuniarti,2 tahun lalu, 5 bintang ,
Ardhan Genesus#87 t_yem'z eror#87,2 tahun lalu, 3 bintang ,Tempat yang bagus untuk para seniman gamelan dan wayang
RnT,2 tahun lalu, 4 bintang ,Merupakan tempat ibadah umat Bhuda yang terletak tak jauh dari Pantai Talang Siring. Dulu masih bisa masuk ke dalam kalau sedang tidak ada yang sembahyang. Sekarang karena udah semakin ramai pengunjung jadi gak boleh sama sekali. Cukup …
Aly yy89,2 tahun lalu, 4 bintang ,Ok lh Tampa uang masuk
Ezra Erwindi,2 tahun lalu, 5 bintang ,
Mei Djuen Lani,2 tahun lalu, 5 bintang ,
Dandi Nurdiansyah,2 tahun lalu, 5 bintang ,
stefanus cendra hogi,2 tahun lalu, 5 bintang ,"(Diterjemahkan oleh Google) Luar Biasa .. Tempat Beautifull 🙏🙏🙏🙏🙏

(Asli) …"
Sbastian Keiyndra,2 tahun lalu, 5 bintang ,"Vihara yang bagus,nyaman,bersih,unik dan mengagumkan...ada 1candi didalamnya.menambah sejarah keberadaan candi didalam vihara."
꧋ꦥ꦳ꦲ꧀ꦩꦶ ꦄꦫꦶꦥ꦳ꦤꦾ꧋,2 tahun lalu, 5 bintang ,
Muhammad Dharma Hanjaya (Dharma),2 tahun lalu, 5 bintang ,
Eko Muljawan,2 tahun lalu, 4 bintang ,"Ditengah masyarakat yg beragama Islam, terdapat vihara yg sangat indah, yg menjadi kunjungan religi bagi penganutnya. Terutama letaknya yg dekat dengan wisata pantai Talang Siring."
Agus Sofyan,2 tahun lalu, 5 bintang ,"Dari beberapa tempat ibadah, disini ada."
Jovan Wilando,2 tahun lalu, 5 bintang ,
Karwang Kwan,2 tahun lalu, 5 bintang ,"Ini salah satu wihara terbesar yang pernah saya kunjungi, dengan parkiran yang luas, ada juga parkiran buat bus, menyediakan tempat menginap bagi pengunjung yang ingin bermalam dengan kapasitas 500 orang, dengan kamar tidur ber ac dan kamar …"
Handi Purnomo,2 tahun lalu, 5 bintang ,
Ahmad I. Wahyudi,2 tahun lalu, 5 bintang ,Mari beribadah.
Someone SOS,2 tahun lalu, 5 bintang ,Wihara kwan im terbesar di pulau Madura dengan luas area 3 meter. Lingkungan bersih dan terawat dan bisa menginap disana dan di sediakan makanan. Tersedia banyak kamar tidur bagi umat yang jendak menginap. Walau perjalanan jauh tapi mendapatkan pelayanan yang memuaskan. Hati terpuaskan.
Al Hamid,2 tahun lalu, 5 bintang ,
maulidatul kamilah,2 tahun lalu, 5 bintang ,Tempatnya bagus cocok untuk foto2 bersama teman2
Rahmat Hidayat,2 tahun lalu, 5 bintang ,Bagus
Little- meme,2 tahun lalu, 5 bintang ,"(Diterjemahkan oleh Google) Tempat terbaik untuk foto dan untuk beribadah ..
Selamat datang untuk semua orang, saya sarankan kalian untuk mengunjungi tempat ini! …"
Mafluhah Zainal,2 tahun lalu, 4 bintang ,
luckyta hambali,2 tahun lalu, 5 bintang ,"Tempat rapih, tenang, bagus utk sembahyang dan meditasi, vihara nya bagus"
Istana Photography,2 tahun lalu, 5 bintang ,Indah
Dedy Santoso,2 tahun lalu, 5 bintang ,"Nyaman, tenang, oke banget buat sembahyang"
UNCHEK NAUVAL,2 tahun lalu, 5 bintang ,
cici meme,3 tahun lalu, 5 bintang ,Pengurusnya ramah-ramah
Anggia Widya,3 tahun lalu, 5 bintang ,
Chrisnawati Harliman,3 tahun lalu, 5 bintang ,"Nyaman untuk beribadah disini.
Disediakan konsumsi dan tempat menginap. Tempatnya luas dan adem. Suasana mendukung untuk  refreshing."
abdu maulana,3 tahun lalu, 5 bintang ,Tempat bersejarah
Evi Ludiana,3 tahun lalu, 4 bintang ,
Eka Handayani,3 tahun lalu, 5 bintang ,
Sulis Tiyana,3 tahun lalu, 5 bintang ,
ivan partanna,3 tahun lalu, 5 bintang ,"(Diterjemahkan oleh Google) tempat yang bagus .. terutama kamar Buddha Gautama

(Asli) …"
adam gunawan,3 tahun lalu, 4 bintang ,
maulid maulana,3 tahun lalu, 4 bintang ,
Subadha Chandra,3 tahun lalu, 4 bintang ,"Tempat ibadah yang tepat bagi para umat Tri Dharma.
Ada terdapat beberapa kamar untuk umat dari luar kota yang berniat beribadah sambil bermalam."
Fitra Rama Dayanti,3 tahun lalu, 4 bintang ,
suryadi arianto,3 tahun lalu, 5 bintang ,Vihara Avalokitesvara adalah tempat sembahyang umat agama Buddha yang ada di Pamekasan
Sadrah kurniawan,3 tahun lalu, 4 bintang ,Tempat ibadah umat hindu
DAT.,3 tahun lalu, 5 bintang ,AMAZING
Sadrah Kurniawan,3 tahun lalu, 4 bintang ,Tempat ibadah umat hindu
Lidya Nonce,3 tahun lalu, 5 bintang ,Tenang berdoa kesampaian itu yg sy rasakan
Yoan Andro,3 tahun lalu, 5 bintang ,
Lungga,3 tahun lalu, 5 bintang ,"(Diterjemahkan oleh Google) Perpaduan unik berbagai agama

(Asli) …"
evelyn CH,3 tahun lalu, 5 bintang ,Vihara yang multikultur
ivana lauw,3 tahun lalu, 5 bintang ,
Rani Monikasari,3 tahun lalu, 5 bintang ,
Sulaiman Hasin,3 tahun lalu, 5 bintang ,
Ricky jr jr,3 tahun lalu, 5 bintang ,"(Diterjemahkan oleh Google) Tempat yang bagus untuk berdoa

(Asli)
Great place for prayin"
ST8888,3 tahun lalu, 5 bintang ,"Vihara terbaik, terawat, terindah dan terasri se jawa"
Lord Mind,3 tahun lalu, 5 bintang ,
Amer Hamzah,3 tahun lalu, 5 bintang ,
Tjan Li Sian,3 tahun lalu, 5 bintang ,Sangat suka tempat ini
OeLUM Project,3 tahun lalu, 3 bintang ,
Arif “Ido” Pratama,3 tahun lalu, 4 bintang ,Bersih
Sri Rahayu,3 tahun lalu, 4 bintang ,
Indra Darmawan Citradi,3 tahun lalu, 5 bintang ,
susiana alvin,3 tahun lalu, 4 bintang ,
Bernard Kilapong,3 tahun lalu, 5 bintang ,"(Diterjemahkan oleh Google) Tempat yang bagus untuk sholat Budha

(Asli) …"
QAZSTORY Channel,3 tahun lalu, 5 bintang ,
Jurianto Ong,3 tahun lalu, 5 bintang ,
Yugie Arsanto,3 tahun lalu, 5 bintang ,
nanang fadhori,3 tahun lalu, 5 bintang ,
Christina Yuni Astuti,3 tahun lalu, 5 bintang ,Good....suka sekali kesini....
piek ing,3 tahun lalu, 5 bintang ,
zamroni fuadi,3 tahun lalu, 3 bintang ,
Tak Mareh Kerrong,3 tahun lalu, 1 bintang ,Senang sekali
Tewy Mesty,3 tahun lalu, 4 bintang ,
Dharma Maulana,3 tahun lalu, 4 bintang ,"(Diterjemahkan oleh Google) Tempat ini bagus untuk kunjungan agama Anda

(Asli) …"
Agus M,3 tahun lalu, 5 bintang ,Tempatnya khas seni China naga dan pagoda
Van Tetsu,3 tahun lalu, 4 bintang ,
Pantai Utara,3 tahun lalu, 4 bintang ,
Ronald Aprilindo Desun,3 tahun lalu, 5 bintang ,
fievy Hidayat,3 tahun lalu, 4 bintang ,"(Diterjemahkan oleh Google) Foto spot👍

(Asli)
Spot foto👍"
kusumaindo perkasa,3 tahun lalu, 5 bintang ,
Hardian Gunawan,3 tahun lalu, 5 bintang ,"(Diterjemahkan oleh Google) Setiap kali bepergian ke subdivisi hampir selalu berhenti di sini untuk dipulihkan.
Setelah sholat, kami melepas penat sambil berjalan di area ini. suasananya …"
Inge Chand,3 tahun lalu, 5 bintang ,"Bagus, bersih"
Agnes Dewi Chandra,3 tahun lalu, 4 bintang ,
Alice,3 tahun lalu, 5 bintang ,"Cukup banyak altar disini, petugas nya pun sangat ramah"
popo phan,3 tahun lalu, 5 bintang ,Tempat doa yang tenang
Clarisca Fransisca,3 tahun lalu, 5 bintang ,
Mustika Maduratna,3 tahun lalu, 4 bintang ,Tempat yg bersih dan menarik
Sujanto Adi wijaya,3 tahun lalu, 5 bintang ,
Vero/silvi Nica/dewi angraini,3 tahun lalu, 5 bintang ,
Shinta Embem,3 tahun lalu, 5 bintang ,"Klenteng satu2 nya di pamekasan yg masih beroperasi, cuma syg anjingnya sering bnyk berkeliaran, jd ketika ada wisatawan berkunjung kdang ngeri sama anjingnya"
Marisa Su,3 tahun lalu, 4 bintang ,"(Diterjemahkan oleh Google) Bersih, para staf sangat membantu. Makanan yang disajikan sangat enak …"
Wara Wiri,3 tahun lalu, 5 bintang ,"Tempat religius
Layanan ramah,  terbuka,  bersih
Untuk ke sekian puluh kali datang ke Vihara"
Tjiu Kiati,3 tahun lalu, 5 bintang ,(Diterjemahkan oleh Google) Selamat.semoga bisa berkunjung kesana.. Nanwu Guanyin Bodhisattva memberkati kalian semua. Semua berjalan dengan baik. …
Nurul Apriyanti,3 tahun lalu, 5 bintang ,
Yohan Alexander Kowara,3 tahun lalu, 5 bintang ,"Tempat ibadah agama budha dan hindu di pamekasan, juga berfungsi sebagai salah satu tempat wisata di pamekasan... tersedia mushola untuk sholat bagi pengunjung yang beragama Islam dan ada juga tempat untuk beribadah umat Hindu...salah satu bukti keragaman budaya di Pamekasan yang bersejarah"
Hari Suharlim,3 tahun lalu, 5 bintang ,"Tempat ibadah terunik, bersih , cantik, pelayanan sangat ramah, dan ingin berkunjung lagi bila ada kesempatan"
Iwan Pribadi,3 tahun lalu, 5 bintang ,
Vera Linawati,3 tahun lalu, 5 bintang ,
Ita Purwanti,3 tahun lalu, 4 bintang ,Warna yg cerah dri vihara memanjakan mata pengunjung....
adnan zhen,3 tahun lalu, 5 bintang ,tempat yang sangat bagus dan nyaman jauh dari keramaian benar2 sebuah vihara yg sangat baik utk kwam lm po sat
adhi dharma,3 tahun lalu, 5 bintang ,
singgih andi,3 tahun lalu, 3 bintang ,
Wazir Afiq Kuncoro Ardi,3 tahun lalu, 5 bintang ,hmmm
Mosleh Mos,3 tahun lalu, 1 bintang ,
Irma Wanti,3 tahun lalu, 4 bintang ,
I Nyoman Vajiapara Abdi Putra,3 tahun lalu, 5 bintang ,
Dinda Armelia,3 tahun lalu, 1 bintang ,
tan yunica,3 tahun lalu, 5 bintang ,Vihara di daerah pamekasan madura.. dgn dewi kuan im sebagai tuan rumahnya
Agus Aishiteru,3 tahun lalu, 5 bintang ,Vihara satu satunya di Pamekasan
Ridha Ashfiyah,3 tahun lalu, 3 bintang ,
Handoko,3 tahun lalu, 5 bintang ,"(Diterjemahkan oleh Google) Tempatnya bersih, luas, menyediakan makan siang, pengelolanya ramah sehingga taat beribadah …"
Kevin Wijaya,3 tahun lalu, 5 bintang ,Wow keren vihara nya
Abdull Manaf,3 tahun lalu, 3 bintang ,
segianto 39,3 tahun lalu, 4 bintang ,Ibadah di pantai..🤗🤗🤗
swastikha maulidya mulyana,3 tahun lalu, 4 bintang ,Salah satu vihara di kota pamekasan yang terkenal dengan kkeindahannya. Kalian bksa berfoto di area luar vihara
Suardi Tan,4 tahun lalu, 5 bintang ,"(Diterjemahkan oleh Google) Kuil Budha yang indah

(Asli)
Beautiful Buddhism temple"
Gudang Rumput Laut,4 tahun lalu, 5 bintang ,
Laksuz Garage,4 tahun lalu, 5 bintang ,Vihara Avalokitesvara atau juga disebut klenteng Kwan Im...
andrew soetanto,4 tahun lalu, 5 bintang ,"tempat ibadah paling rekomended untuk umat buddhis..
sangat tenang, dan sakral"
REZKY JAMIL,4 tahun lalu, 4 bintang ,Tempatnya lumayan bagus
ace 1,4 tahun lalu, 4 bintang ,
Oki Krisbianto,4 tahun lalu, 5 bintang ,
Naomi Olga Kay,4 tahun lalu, 5 bintang ,
Uzy Fauzy,4 tahun lalu, 5 bintang ,"Di sini d vihara alokietesvara...satunya klenteng tertua di indonesia,"
Siu Lan,4 tahun lalu, 5 bintang ,Tpt ibadah utk umat budha
Muhammad Hasym,4 tahun lalu, 4 bintang ,
Budianto Tejo,4 tahun lalu, 5 bintang ,"Di vihara ini terdapat pura dan mushola.  Serta terdapat kuti tempat bhikkhu tinggal. Tidak dibuka untuk umum. Hanya dibuka untuk umat yang ingin beribadah. Lahan parkirnya luas, terdapat kamar untuk menginap bagi umat luar kota, pulau, jika ingin menginap. Berikut ini foto yang saya ambil di tahun 2018"
Cho Jeong Youl,4 tahun lalu, 4 bintang ,
Amir Hamzah Taufani,4 tahun lalu, 4 bintang ,"Tenpat ibadah agama Budha. Suasana tidak banyak berubah saat jaman kecil SD, SMP terakhir tahun lalu masih sama. Lingkungan Asri dan banyak wangi dupanya. Orang2nya ramah"
Ikmal Fauzi,4 tahun lalu, 5 bintang ,
Wei Wei,4 tahun lalu, 4 bintang ,
Mardi Yanto,4 tahun lalu, 5 bintang ,Sejuk
Adi Wardoyo,4 tahun lalu, 5 bintang ,"Permata tersembunyi di Pamekasan, Madura!"
zeel Rilack,4 tahun lalu, 3 bintang ,"Vihara avalokitesvara yg berada di desa candi polagan ini sangat bersih,sering dijadikan tempat foto2"
sinyo ureh,4 tahun lalu, 4 bintang ,Bagus tempatnya
meong miaw,4 tahun lalu, 5 bintang ,Vihara Avalokitesvara wajib dikunjungi jika dimadura... Masih asri dan bagus lokasinya..  Jika datang kemalaman bisa ijin pengurusnya utk menginap...👍🙏👍
TANJUNG YUWONO,4 tahun lalu, 3 bintang ,Tempat ibadah Dewi Kwan Im
laurensia hartanto,4 tahun lalu, 5 bintang ,Tenang
Benedictus Ary Febriarto,4 tahun lalu, 5 bintang ,
ALI ARIFIN,4 tahun lalu, 3 bintang ,
Hammada Syarif,4 tahun lalu, 5 bintang ,Woship Place the Buddha in Madura Island.
YesReaL,4 tahun lalu, 2 bintang ,Bukan tempat wisata
Asen Lauw,4 tahun lalu, 5 bintang ,
melda wulandari,4 tahun lalu, 3 bintang ,
Agus Budi,4 tahun lalu, 5 bintang ,
Ismi Sari,4 tahun lalu, 4 bintang ,"Bagus tempatnya, cuma ga sempet masuk, karena seppi banget, hari sabtu sore."
