name,rating,review,duration
fadillah achmad,setahun lalu, 3 bintang ,Menakjubkan ... Megah area pemakaman Asta tinggi ... 20m-an depan nya ada goa menambah suasana mistis dan artistik ... …
Noey,setahun lalu, 5 bintang ,Disinilah alm bapak dan almh ibuku dimakamkan.. beristirahatlah dengan tenang bpk dan ibu..🤍😇
Akun Nonaktif,setahun lalu, 5 bintang ,ziarah ke sini menenangkan jiwa kita untuk mendoakan sang pahlawan sejara
elok rizkia,setahun lalu, 5 bintang ,Subhanallaaah.. tempatnya begitu damai.. semoga almarhum dan almarhumah sekalian berbahagia di surgaNya.. 😊
Ahmad Maftukan,setahun lalu, 5 bintang ,"Kagen sekali ke tmpt ini, krena udh lama gk ke tmpt ini, igin menapak tilas sang guru,"
Akmalul Ghufron,setahun lalu, 5 bintang ,Sangat menyenangkan
Mokhamad Najib,setahun lalu, 4 bintang ,Pemakaman Raja-Raja dengan arsitektur bagus....
Bahul Bomber,setahun lalu, 5 bintang ,Asta tinggi ini adalah tempat makam para raja raja yg sebelumnya berjuang mempertahankan sebuah kerajaan yg ada di sebelah barat kota Sumenep ini
Lukman fnr,setahun lalu, 5 bintang ,
AL FARID,setahun lalu, 5 bintang ,
Moch Mahfudz Adnan,setahun lalu, 5 bintang ,
Habibi Moza,setahun lalu, 5 bintang ,Komplek pemakaman para raja-raja Kadipaten Soengenep
Widi Casper,setahun lalu, 5 bintang ,
Fitari,setahun lalu, 5 bintang ,"Akhirx kmbli lg ziarah ke makam ini,stlh skian thn gk brkunjung  ke kota Sumenep🥰😍"
Zakky kaboexs,setahun lalu, 5 bintang ,Sya suka
Dimas Dwi Aji Jayanto,setahun lalu, 5 bintang ,"Tempat yg tidak bisa aku komentari, luarbiasa suasananya
Foto Tahun 2016"
AHMAD ZIDIK,setahun lalu, 5 bintang ,Semoga bermanfaat
Farul Fajaryanto,setahun lalu, 5 bintang ,Wisata religi sumenep
Ali Konxliee,setahun lalu, 5 bintang ,
Zidan Ardiansyah,setahun lalu, 5 bintang ,
Ngapain,setahun lalu, 4 bintang ,"(Diterjemahkan oleh Google) Luar biasa

(Asli)
Awesome"
Ach. Syafi'ie Hamidy,setahun lalu, 4 bintang ,
Arik Arik,setahun lalu, 5 bintang ,
Herman Andriansyah,setahun lalu, 5 bintang ,
Imam Yahya,setahun lalu, 3 bintang ,"Wisata religius , sekaligus mengenang para pahlawan khususnya pahlawan Madura"
Zainal Fatah,setahun lalu, 5 bintang ,"Wisata religi yg sungguh mengesankan
Mengenang sejarah pendiri bangsa sebagai pembelajaran bagi penerus bangsa
Dan mengenal arsitektur yang sungguh menakjubkan"
miftah rizaning,setahun lalu, 5 bintang ,Tempat reliji Astah Tenggih
Agus salim,setahun lalu, 5 bintang ,Tempat ziaroh insyaAllah bisa membuat Tenang dan damai
cantik q Aisyah,setahun lalu, 5 bintang ,
Rosy Asliandra,setahun lalu, 5 bintang ,Salah satu kawasan peninggalan keraton sumenep yg amazing. Kalo ke sumenep wajib mampir sini dulu. Sowan kepada para leluhur
Bang Oke,setahun lalu, 5 bintang ,
Aurell Rochman,setahun lalu, 5 bintang ,
Nurul Diana,setahun lalu, 5 bintang ,
Ira aja,setahun lalu, 4 bintang ,
ida susanti,setahun lalu, 4 bintang ,"Kawasan pemakaman keluarga kerajaan Sumenep, Madura. Salah satu situs bersejarah di Madura. Terletak di ketinggian bukit, sehingga jalan cukup menanjak namun tidak curam. Jalan beraspal baik dan cukup lebar untuk dilalui bus, kendaraan …"
Deny Bjr,2 tahun lalu, 5 bintang ,
Endang Lala,2 tahun lalu, 3 bintang ,
Asep Didi Supriyadi,2 tahun lalu, 4 bintang ,
Husein Arins,2 tahun lalu, 5 bintang ,
nuria zakiya,2 tahun lalu, 4 bintang ,Lorong 3
Muhammad Akmal,2 tahun lalu, 3 bintang ,"Assalamualaikum.. untuk kesini. hendaknya bersama rombongan lebih terasa.  romobngan ziarah, bisa ziarah ke makam para pejuang dan kiai-kai besar Madura."
Andi Pergiawan Ristanto,2 tahun lalu, 5 bintang ,Alhamdulillah bisa sampai disini bersama keluarga
Ummul Khair Ahmaya,2 tahun lalu, 5 bintang ,Salah satu wisata religi Sumenep. Makam para raja zaman dahulu di Kabupaten Sumenep. Asta Tinggi.
Eko Muljawan,2 tahun lalu, 3 bintang ,"(Diterjemahkan oleh Google) Makam raja Sumenep dan ulama besar, salah satu ulama besar adalah Bindere Saud. …"
Khairul Bustami Waji At Taharun,2 tahun lalu, 5 bintang ,"Makamnya Para Raja Sumenep Jaman Dulu Dan Para Bangsawan Di Sumenep,, Kebanggaan Sumenep,, Salah Satu Iconnya Sumenep,,"
Ahmad Qomaruddin Arsyadi,2 tahun lalu, 5 bintang ,
Arif Hidayat,2 tahun lalu, 5 bintang ,"Subhanallaah.. Tempat yg sangat agung dan disakralkan !!

AriefHidayat_Banyuwangi"
Rysman Hady Wijaya,2 tahun lalu, 4 bintang ,"Tempatnya bagus,karena berada dibawah di atas bukit jadi mempunyai pemandangan yang sangat bagus dan memukau,banyak toko pernak pernik khas sumenep,
Tempay yg hits dan instagramebel"
dwi raka,3 tahun lalu, 5 bintang ,rekresasi rohani ke makam raja madura
Rez Last,3 tahun lalu, 5 bintang ,"Tempat makam para tokoh berpengaruh di sumenep | Religius, arsitek bangunan unik"
Shofy Ahmad,3 tahun lalu, 5 bintang ,
Ferry Awiie,3 tahun lalu, 4 bintang ,wisata religi
Oonkz Froeza,3 tahun lalu, 5 bintang ,Makam para raja dan keluarganya yang menjadi destinasi para peziarah
IQSebentar Gaming,3 tahun lalu, 5 bintang ,"Asta Tinggi adalah kawasan pemakaman khusus para Pembesar/Raja/Kerabat Raja yang teletak di kawasan dataran tinggi bukit Kebon Agung Sumenep. Dalam Bahasa Madura, Asta Tinggi disebut juga sebagai Asta Rajâ yang bermakna makam para Pangradjâ …"
Moh. Syaiful Anwar,3 tahun lalu, 5 bintang ,Menyejukkan hati
MUHAMMAD ZULKARNAIN,3 tahun lalu, 5 bintang ,"Berada di dataran tinggi, parkiran luas baik unk bus, city cart ato sepeda motor..makam raja n para wali di sumenep madura"
Laily Astati,3 tahun lalu, 5 bintang ,
RUSDI SAIFUL ANWAR,3 tahun lalu, 4 bintang ,"(Diterjemahkan oleh Google) Tempat bahagia

(Asli)
Happy place"
Arya Muhammad SA,3 tahun lalu, 5 bintang ,Makam raja2 n auliya' di sumenep madura yg menjadi salah satu tujuan para peziarah di nusantara..
R qosim,3 tahun lalu, 5 bintang ,
prasmanan chanel “Prasmanannda”,3 tahun lalu, 5 bintang ,"Alhamdulillah bisa sampe sini dengan selamat sampe tempat kembali lagi
Diarea pemakaman cukup nyaman untuk peziarah
Suasana nya juga begitu enak …"
KHOIRUL MURABBI,3 tahun lalu, 5 bintang ,Suana nyaman dan tenang
zaenal abidin,3 tahun lalu, 5 bintang ,
Hadi Siswoko,3 tahun lalu, 4 bintang ,Tempat mengenang jasa pendiri kota Sumenep
RA Wahyudi,3 tahun lalu, 5 bintang ,"Makam para raja di sebelah barat. Makam perancang makam di sebelah timur. Banyak yang menyangka makam raja yang disebelah timur karena gapuranya sangat megah.
Sebenarnya bukan hanya makam para raja, tapi juga keluarga kerajaan."
Afif Jokyboar,3 tahun lalu, 5 bintang ,
Maa 98,3 tahun lalu, 5 bintang ,
Arum Kusuma79,3 tahun lalu, 5 bintang ,
Abim Habibi,3 tahun lalu, 5 bintang ,"Asta Tinggi adalah komplek pemakaman raja-raja kraton Sumenep, Madura. Asta Tinggi menjadi destinasi wisata religi bagi ribuan peziarah dari berbagai daerah di Indonesia. Bentuk dan arsitektur gapura, gerbang, serta kubah-kubah yang menaungi makam terlihat mengagumkan. Merupakan perpaduan gaya Madura, Jawa, China, hingga Eropa."
Acha Zainatul,3 tahun lalu, 5 bintang ,Saya suka berziarah ke makam2 para wali soal.a klu dah nyampe ke rumah terasa tenang hati pas pingin kembali berziarah lagi
Syauban Anas,3 tahun lalu, 5 bintang ,Kawasan makam raja sumenep beserta keturunannya. Kawasan ini terletak tak jauh dari pusat kota sumenep. …
Wakit R,3 tahun lalu, 5 bintang ,Tempat yang sangat menarik untuk dikunjungi
Andy Rachman,3 tahun lalu, 5 bintang ,"Menurut berita yang saya terima,Asta Tinggi merupakan area makam para Raja-raja di Kabupaten Sumenep"
Achmad Rosali,3 tahun lalu, 5 bintang ,Tempat yang bagus dan bersih
Dharma Kurniawan,3 tahun lalu, 5 bintang ,Wisata Ziarah Makam Raja-raja Asta Tinggi Sumenep Madura yang tidak sepi pengunjung setiap harinya. Terletak di desa Kebunagung sekitar 3 KM dari pusat jantung Kota Sumenep
Obat Hati,3 tahun lalu, 4 bintang ,"Tempat bersejarah di kabupaten Sumenep, Luar biasa masyarakat sekitar ramah dan santun"
Bang Tora,3 tahun lalu, 4 bintang ,"Asta Tinggi adalah wisata religi yang terletak di dataran tinggi bukit Kebon Agung Sumenep, tepatnya di Jalan Asta Tinggi, Desa Kebonagung, Kota Sumenep, Provinsi Jawa Timur. Dalam bahasa Madura, tempat ini disebut juga sebagai Asta Raja …"
Syafriyanto S55,3 tahun lalu, 5 bintang ,"Aman, Bersih dan terawat sampai sekarang"
ALIF Senyummu,3 tahun lalu, 4 bintang ,"Pendudul lokal yg ramah, kuliner cocok"
pintu ajaib,3 tahun lalu, 5 bintang ,Tempat ini berisi makam raja sumenep beserta keluarganya. Di dalamnya juga ada masjidnya.
A. I. R MUMTAZ,3 tahun lalu, 3 bintang ,Asta tinggi sendiri menurut arti Etimologi adalah makam yang tinggi. Itu berdasar dari letak makam yang berada di puncak bukit dan penamaan Asta Tinggi sebenarnya hanya untuk mempermudah penyebutan saja. Di Asta Tinggi sendiri bukan hanya …
Siti Sampang,3 tahun lalu, 5 bintang ,Kerajaan sumenep menjadi sejarah pulau madura
Lutfia Lutfi,3 tahun lalu, 5 bintang ,Makam raja raja sumenep
adrian p,3 tahun lalu, 5 bintang ,"(Diterjemahkan oleh Google) Asta Tinggi merupakan kawasan pemakaman raja / bangsawan pulau Madura. Terletak di tempat yang lebih tinggi, kawasan ini selalu dipadati oleh jamaah haji yang berkunjung ke pemakaman raja. Spot menarik jika Anda …"
Tutut Indah Widyawati,3 tahun lalu, 4 bintang ,"(Diterjemahkan oleh Google) Saat Anda berkunjung ke tempat ini Anda akan merasakan kehebatan sejarah Islam jaman dulu di Sumenep. Makam itu berbicara sendiri. Kemuliaan kuno, lama. …"
Kurnia Hidayat,3 tahun lalu, 4 bintang ,
Zhidan,3 tahun lalu, 5 bintang ,Tempat makam raja raja sumenep mulai dari pangeran pulangjiwo sampai sultan babdurrahman
Yudi Siswanto,3 tahun lalu, 5 bintang ,"Tempat wisata religius terpopuler di kab Sumenep
Makam raja-raja Sumenep"
Ali Muhlisin Gombeng,3 tahun lalu, 3 bintang ,
Wahyu P. S. T.,3 tahun lalu, 5 bintang ,"(Diterjemahkan oleh Google) Asta Tinggi merupakan tempat pemakaman khusus para Kepala Suku / Raja / Kerabat Raja yang terletak di dataran tinggi bukit Kebon Agung Sumenep. Dalam bahasa Madura, Asta Tinggi disebut juga dengan Asta Rajâ yang …"
Lieza Jhey,3 tahun lalu, 5 bintang ,
Wisnu aji Nugroho,4 tahun lalu, 5 bintang ,
Wisnu Aji Nugroho,4 tahun lalu, 5 bintang ,
Anggen Farestining Manah,4 tahun lalu, 5 bintang ,Asta tinggi merupakan tempat makam raja2 sumenep dari yang pertama hingga keturunan2nya....seperti komplek perkuburan... dari sini kita dapat memandangi laut lepas yabg mengelilingi pulau madura
Indra Susanto,4 tahun lalu, 5 bintang ,Wajib lepas alas kaki saat memasuki area ini
Hanif Nur S,4 tahun lalu, 5 bintang ,Tempatnya bersih
Haekal Haydn,4 tahun lalu, 5 bintang ,"(Diterjemahkan oleh Google) Lebih dekat dengan tuhan

(Asli) …"
Andi Reza Darmawan,4 tahun lalu, 5 bintang ,"jlannya menanjak , cukup curam, makam para raja dan keturunannya"
Gatut Prasetiyo,4 tahun lalu, 5 bintang ,
fadel abu aufa,4 tahun lalu, 5 bintang ,"Berziarah ke asta tinggi, sudah merupakan kebiasaan masyarakat madura khususnya sumenep, tiap hari siang malam selalu ramai para peziarah yg datang"
Eko Efendi,4 tahun lalu, 5 bintang ,Sangat religius untuk muhasabah diri
Wilzz 0999,4 tahun lalu, 1 bintang ,
Rikka Sayang,4 tahun lalu, 5 bintang ,
Dea Eka,4 tahun lalu, 5 bintang ,
Enjik,4 tahun lalu, 4 bintang ,"Salam 🙏nak Jember👉git. Saudara👋 yg di desa rubaru yu tolok,kak mat.ba Rahma. Udh ngntrin aku di pemakaman raja Sumenep.👍👍👍👍 Asta tinggi"
kadir aja,4 tahun lalu, 5 bintang ,Tempatnya terawat dan banyak dari luar daerah yang beziarah ke makam para raja di sumenep
maskur bs,4 tahun lalu, 3 bintang ,Tempat ziarah
Putrie Sejiwan,4 tahun lalu, 5 bintang ,
Muhammad Fadholah,4 tahun lalu, 5 bintang ,Karena bagus
khoirul umam,4 tahun lalu, 5 bintang ,Pakai kaos kaki kalau ke area pemakaman dalam di siang hari panas.. sebab dari pintu alas kaki dilepas masih ada jarak 50 meter berjalan di atas keramik yang panas..
Frenda Fawzia,4 tahun lalu, 5 bintang ,"Datang ke daerah di Indonesia, kudu datang ke tempat bersejarah termasuk makam para pejuang mulai dari raja sampai dg ulama. Salah satunya di makam raja Sumenep ini. …"
Muhammad Thahiruddin,4 tahun lalu, 5 bintang ,"(Diterjemahkan oleh Google) Raja Pasarean - Raja Sumenep

(Asli) …"
juan el_diablo,4 tahun lalu, 5 bintang ,Ziarah
Rachmad Ersan,4 tahun lalu, 5 bintang ,Merupakan salah satu warisan sejarah di Sumenep yang wajib Anda kunjungi
Abdul Hafid,4 tahun lalu, 4 bintang ,
Iking Elharts,4 tahun lalu, 5 bintang ,"(Diterjemahkan oleh Google) Pengingat untuk perjalanan selanjutnya ..

(Asli) …"
Teguh Riyanto,4 tahun lalu, 5 bintang ,Pernah tidur disini
Rois putra,4 tahun lalu, 5 bintang ,Alhmdulilah bsa nyampek kemkam
riri iriyanto,4 tahun lalu, 3 bintang ,
Dina Dina,4 tahun lalu, 4 bintang ,
Rahman Aja,4 tahun lalu, 3 bintang ,
Rudi Jizara,4 tahun lalu, 5 bintang ,Pas banget untuk wisata religi dan mengenal sejarah kerajaan di sumenep
Jonathan Brandon,4 tahun lalu, 4 bintang ,Banyak sekali sejarah2 di sini
Refan Refan,4 tahun lalu, 1 bintang ,
mm hidayat channel,4 tahun lalu, 5 bintang ,
Rini Panczyk,4 tahun lalu, 4 bintang ,
bayu prabudi,4 tahun lalu, 5 bintang ,Makam raja sumenep. Selalu dikunjungi umat muslim dari berbagai daerah untuk berdoa dan mengerti para leluhurnya.
Ibnu Abdullah (Hamada),4 tahun lalu, 3 bintang ,
Raju Allan,4 tahun lalu, 5 bintang ,"Tempat Istana Raja Sumenep beserta Keluarga yang kini jd Pemakaman Raja & Keluarga, Ini Tempat Sejarah Kerajaan Madura"
Dina Cholisa,5 tahun lalu, 5 bintang ,
Studio7 Official,5 tahun lalu, 5 bintang ,Tinggi sekali.. kiri kanan kulihat saja banyàk...
ayuk rhy,5 tahun lalu, 5 bintang ,"(Diterjemahkan oleh Google) jossss

(Asli)
Jossss"
naufal off the serise,5 tahun lalu, 5 bintang ,disana sangat banyak makamnya
Yudi Sugeng,5 tahun lalu, 5 bintang ,Bersejarah
Naufal A,5 tahun lalu, 4 bintang ,
BATIK ALUNA DISTRINDO,5 tahun lalu, 5 bintang ,Syaihii. Asta Guru besar loteng
Anugerah Hafid,5 tahun lalu, 5 bintang ,Tenang dan nyaman
Anugerah Hafiedz,5 tahun lalu, 5 bintang ,
M. Mushthafa,5 tahun lalu, 5 bintang ,Makam raja dan keluarga keraton Sumenep. Arsitekturnya unik. Berbau Cina Arab.
Pinky,5 tahun lalu, 5 bintang ,
Rogib Bachrun,5 tahun lalu, 3 bintang ,
Didik Santoso,5 tahun lalu, 3 bintang ,Sejuk sekali
Madura United,5 tahun lalu, 4 bintang ,
muhyidin jati,5 tahun lalu, 5 bintang ,"(Diterjemahkan oleh Google) Layanan ramah

(Asli)
Suasana ziarah yg khidmat"
KISWAH WISATA SYARIAH,5 tahun lalu, 5 bintang ,
Wulann Pndekk,5 tahun lalu, 5 bintang ,Tempat yg indah dan cocok untuk wisata👍👍✌
fahmi fasya,5 tahun lalu, 5 bintang ,Tempat wisata religi dan sejarah kejayaan kerajaan sumenep madura..panas...dan ramai dikunjungi wisatawan domestik
Ikhsan_DM Official,5 tahun lalu, 5 bintang ,
Widi Arto,5 tahun lalu, 5 bintang ,
Nurul Hidayati,5 tahun lalu, 5 bintang ,Bagus
Arif Wijaksono,5 tahun lalu, 5 bintang ,Sae
kiky nakayuki,5 tahun lalu, 5 bintang ,
m.fahmi fasya,5 tahun lalu, 5 bintang ,Makam penguasa madura..jejak pninggalan islam yg mwarnai kbudayaan madura..sll ramai peziarah
Syakir Ni'am,5 tahun lalu, 5 bintang ,
Dedy Darmawan,5 tahun lalu, 5 bintang ,
Abd Hamid,5 tahun lalu, 5 bintang ,Tempatnya makamnya cukup bersih tempat bersejarah masih terjaga
Musfiq Alie,5 tahun lalu, 4 bintang ,Wisata Religi dimulainya Sumenep
Aditiya DP,5 tahun lalu, 4 bintang ,
Nasry Archam,5 tahun lalu, 4 bintang ,
Mapacking family,5 tahun lalu, 4 bintang ,"Makam para raja"",,,"
Ismoyo Alisa Yahya,5 tahun lalu, 4 bintang ,"(Diterjemahkan oleh Google) Cocok untuk meditasi,

(Asli)
Cocok untuk bertafakur,"
Irwan Sujatmiko,5 tahun lalu, 4 bintang ,
Tohir Rachman,5 tahun lalu, 4 bintang ,
Mohammad Shaleh,5 tahun lalu, 5 bintang ,"(Diterjemahkan oleh Google) Tempat bersejarah yang bagus. Tampilan luar biasa, terutama 5 hingga 6 pagi. …"
Erwin Andriyansyah,5 tahun lalu, 5 bintang ,Makam Raja-raja Sumenep
Ahmed Yudhi,5 tahun lalu, 4 bintang ,
Diana Atiq,5 tahun lalu, 3 bintang ,
"Ikhlash Fitrianto, SKM",5 tahun lalu, 5 bintang ,"(Diterjemahkan oleh Google) Makam kerajaan

(Asli)
Makam raja"
Budi Rahman,5 tahun lalu, 3 bintang ,Makam peninggalan sejarah. Tempat ziarah dan wisata religi.
Zidan Komunika,5 tahun lalu, 5 bintang ,
Avatar Crew39,5 tahun lalu, 5 bintang ,
Alhammidy Rieal Putra,5 tahun lalu, 5 bintang ,
Eko Bandono,5 tahun lalu, 1 bintang ,
Jay Nall,5 tahun lalu, 5 bintang ,Religius
arief cemenx,5 tahun lalu, 3 bintang ,
Achmad Sobirin CB,5 tahun lalu, 5 bintang ,Bagus sangat terawat
Dina Kartikasari,5 tahun lalu, 5 bintang ,
Mat Kohar,5 tahun lalu, 5 bintang ,Sejarah
Rusdy S. Nugraha,5 tahun lalu, 5 bintang ,"(Diterjemahkan oleh Google) Makam kerajaan kuno di Sumenep

(Asli) …"
m romdoni iman,5 tahun lalu, 5 bintang ,Banyak sejarah
Wiedi Aja,5 tahun lalu, 5 bintang ,"(Diterjemahkan oleh Google) Makam raja raja sudah terkenal

(Asli)
Makam raja raja sumenep"
Suharto Jr,5 tahun lalu, 5 bintang ,
WP chanel,5 tahun lalu, 5 bintang ,Tempat yg sangat bersejarah untuk mengetahui sejarah awal madura...cocok refrensi tujuan wisata religi...
heroy Roy,5 tahun lalu, 5 bintang ,"(Diterjemahkan oleh Google) sup

(Asli)
Siup"
Sofyan Hadi Setiawan,5 tahun lalu, 5 bintang ,
ACHMAD MULYADIE,5 tahun lalu, 5 bintang ,Religi banget dan mengenang jasa2 mereka..
Hasbullah,5 tahun lalu, 5 bintang ,Tempat sejarah
Bhegenk 317,5 tahun lalu, 5 bintang ,"(Diterjemahkan oleh Google) Makam kerajaan terkenal

(Asli)
Makam raja2 sumenep"
Ahmad Irfan AW,5 tahun lalu, 5 bintang ,"Pemakaman Raja-Raja Sumenep lintas generasi dan lintas kepemimpinan. Terdapat tiga cungkup barat, tengah dan timur. Bahkan di belakang komplek makam ini terdapat Makam Pangeran Diponegoro yang asli. Karena beliau sebenarnya mengasingkan ke Sumenep."
Dayat Jack,5 tahun lalu, 5 bintang ,
caca ramadhani astisya,6 tahun lalu, 4 bintang ,
Purwaning Tyas,6 tahun lalu, 4 bintang ,"(Diterjemahkan oleh Google) Pewarna itu .... 😃

(Asli)
Asta tinggi.... 😃"
Probo Darono Yakti,6 tahun lalu, 5 bintang ,"Tenpat untuk mengingat sejarah kejayaan Madura dibawah pimpinan Sumenep. Luar biasa, di sini banyak leluhur-leluhur kita yang harus terus didoakan mengingat perannya dalam menjadikan kita seperti saat ini. Ingat, berdoa kepada Allah Swt.!"
Tia Amalia,6 tahun lalu, 5 bintang ,Top bagus sekali pemandangganya
Moch Khairul,6 tahun lalu, 5 bintang ,Sub
syaifur rahman,6 tahun lalu, 5 bintang ,Ini adalah makam para raja yg  sering dan banyak org perhariny berziarah.
Eni Suciati,6 tahun lalu, 5 bintang ,Jelas banget
Macan Rangas,6 tahun lalu, 5 bintang ,"(Diterjemahkan oleh Google) tempat yang keren

(Asli)
tempat sejuk"
wong olong,7 tahun lalu, 1 bintang ,"(Diterjemahkan oleh Google) Menjelajahi sejarah kekaisaran itu menarik.

(Asli) …"
Mohammad Rabik,7 tahun lalu, 4 bintang ,
Ruslan Gani,7 tahun lalu, 3 bintang ,
Giyono Klaten,7 tahun lalu, 5 bintang ,
azis sse,8 tahun lalu, 5 bintang ,Ini adalah tempat kios ku bakso solomadu
